企业利润,平台利润,消费者总效益,flag
10131.74,2164.84,35142.36,0
9253.32,3686.86,43354.48,0
9448.53,2893.65,36616.86,0
8152.63,4499.01,47455.24,0
6204.21,4804.97,50269.29,0
6905.27,2313.33,39973.03,0
9236.82,2096.74,27635.49,0
6776.26,1747.5,29373.32,0
8008.83,2392.48,51205.35,0
4634.05,5355.67,36028.48,0
6652.38,3170.6,43273.22,0
8697.88,2140.69,32896.8,0
9289.08,2673.33,51125.59,0
11158.03,2053.78,44561.65,0
6607.82,2488.78,33986.91,0
9169.44,1879.13,45530.84,0
5459.94,2663.82,52413.07,0
7651.11,1860.64,32643.92,0
6906.87,1893.25,57289.61,0
7838.66,4799.23,41880.02,0
10256.37,2101.34,27596.9,0
7090.51,2340.61,29039.95,0
6617.24,2369.18,55550.42,0
6476.43,2604.02,44222.88,0
8962.74,1831.3,29778.69,0
5862.12,2892.41,51001.08,0
6934.55,2072.22,38643.51,0
7548.94,1938.99,52768.91,0
6856.59,4774.08,47013.84,0
9965.89,1939.75,34860.7,0
10313.38,2157.65,33560.36,0
5668.27,2554.16,37006.27,0
5972.49,2793.07,49754.73,0
10893.61,2025.33,41019.68,0
9744.6,2299.33,29379.0,0
11052.71,1894.06,27361.68,0
10498.66,2612.37,35708.88,0
9205.33,2422.0,40703.14,0
9039.7,3188.36,28249.9,0
3806.2,3811.9,33952.36,0
8673.04,2110.99,29048.32,0
9529.8,2212.24,42178.02,0
5836.82,2577.81,61047.48,0
8296.63,1898.48,27030.05,0
6797.9,1933.03,47193.62,0
8850.2,3809.52,29572.23,0
5959.41,1922.63,53066.12,0
8945.85,2186.06,38462.9,0
9019.49,2269.24,39672.47,0
8685.34,2421.31,28963.31,0
2263.06,5392.6,41874.29,0
9453.58,2278.3,52267.52,0
5649.88,2648.16,50589.46,0
5813.28,2453.11,59777.14,0
7940.84,2392.41,40136.31,0
7153.28,2747.82,51167.53,0
10082.71,2316.12,40017.51,0
8761.11,1892.82,48506.15,0
8129.0,2600.92,37050.52,0
7651.84,2083.66,41009.05,0
8944.16,2447.08,35215.15,0
5985.81,2585.11,42025.54,0
7044.59,1818.26,30572.81,0
7249.46,3461.54,30680.43,0
9694.62,2166.27,27498.38,0
7701.75,2049.41,43800.32,0
5893.08,4244.74,40310.16,0
7957.43,3301.11,52109.6,0
9966.21,2963.42,41143.44,0
9096.01,3064.86,45176.42,0
8664.8,2236.62,30234.04,0
7873.77,2686.99,42528.01,0
10216.17,1695.33,27100.73,0
8195.47,2393.96,40005.78,0
8334.22,2670.44,27452.27,0
9986.38,2211.41,48393.74,0
4813.41,7203.79,52158.48,0
7400.68,1834.39,44282.58,0
7679.76,2374.03,30567.8,0
5005.06,4189.29,47235.2,0
8849.7,2940.94,28266.32,0
4902.95,3015.97,36427.18,0
9484.57,2095.95,44706.59,0
9828.42,1905.18,33287.7,0
8165.51,2322.09,51608.96,0
5709.27,4767.65,43934.25,0
11622.12,1706.65,32760.75,0
8818.62,1705.59,44720.25,0
7602.24,1891.72,49391.54,0
9326.21,2037.52,30346.35,0
7856.77,2777.32,45458.83,0
6224.82,2424.42,56871.1,0
7714.11,2104.8,39140.49,0
5722.07,1726.27,44258.3,0
9472.99,1690.85,46246.42,0
10593.56,2241.65,33176.55,0
5858.92,2510.68,49919.37,0
7139.36,2523.81,44303.93,0
8075.19,1642.47,55529.44,0
8932.85,1920.87,30053.4,0
2403.76,4125.73,50758.6,0
5074.96,5214.71,55246.59,0
9078.41,2890.04,41424.49,0
5491.24,3012.17,40390.08,0
9202.08,1813.62,32923.36,0
3833.74,2638.55,62426.68,0
6248.28,2332.24,50573.86,0
4345.82,3724.51,46434.95,0
9745.27,1836.04,43089.66,0
6201.44,1874.62,54569.01,0
5768.09,1948.78,41790.92,0
4880.42,3154.77,31730.99,0
4168.17,2810.69,47902.37,0
8184.35,2057.59,41535.37,0
9198.7,2032.41,41380.35,0
10770.68,1937.29,31361.68,0
5630.94,2519.8,52458.1,0
2443.28,4770.99,57500.67,0
6119.31,2110.94,38457.52,0
11161.03,1906.23,38314.33,0
8398.15,2520.26,42695.41,0
8981.79,2074.27,37571.25,0
6136.02,1835.98,33516.37,0
2482.02,4194.37,63783.65,0
6576.2,2304.69,30924.34,0
9709.07,2265.1,44160.16,0
3971.85,4255.96,46120.78,0
8372.83,2281.54,41965.03,0
8300.76,3070.71,30279.19,0
3027.25,4521.02,59764.46,0
7880.38,2584.27,50860.33,0
6748.51,2092.19,42224.24,0
8977.6,1961.55,27699.85,0
9966.04,1924.04,32581.82,0
7077.14,2697.86,47817.48,0
6109.6,4725.12,29818.13,0
10680.56,1705.48,24031.85,1
7277.32,4547.6,46907.54,0
10404.94,2087.87,43418.75,0
6811.74,3485.1,29357.5,0
8820.99,1891.33,27340.47,0
8721.21,1840.73,30694.21,0
7645.83,1886.8,53903.9,0
6661.55,2949.79,42066.15,0
7433.22,2352.01,27726.38,0
10048.38,1808.1,28774.52,0
7187.85,4013.05,34696.86,0
8318.97,1783.28,50292.36,0
7090.18,2974.31,53188.1,0
9031.17,1863.96,32317.79,0
6409.51,2007.35,35791.42,0
8192.21,2759.83,44984.45,0
8222.52,3329.01,39534.41,0
7007.32,2395.04,55290.06,0
6652.77,4173.23,30524.69,0
10754.83,1635.43,28637.29,0
10269.49,2064.29,48067.5,0
9918.66,1854.93,38467.42,0
6923.67,1966.57,53755.95,0
10279.41,1898.06,34729.18,0
8144.07,1955.8,47936.17,0
8942.6,1968.48,29235.66,0
8347.97,3080.45,31404.97,0
7726.67,2432.33,27046.83,0
8803.56,2315.25,36967.05,0
6568.16,2422.29,42500.11,0
5960.64,2646.96,51061.59,0
7828.87,2862.46,32197.34,0
7301.68,1744.99,45388.92,0
10328.07,2217.89,44682.18,0
7870.42,3276.22,42921.63,0
4619.57,5292.32,38679.54,0
5768.43,2606.47,41151.48,0
6678.0,5263.16,39445.28,0
9390.26,1789.62,27241.47,0
10334.09,2105.59,37097.28,0
6600.9,2478.68,26877.33,1
7863.01,3561.86,27488.8,0
8464.59,4004.61,44331.48,0
6775.72,1817.48,54473.23,0
6937.26,2184.16,32966.1,0
9770.64,1913.14,25868.47,0
7532.3,3325.03,48706.32,0
6474.7,2701.13,28735.81,0
5098.35,4384.03,47458.7,0
6631.72,1972.25,34592.04,0
7129.54,2746.59,28027.63,0
5679.55,1887.47,47723.97,0
5674.28,2035.63,39626.46,0
10124.28,1958.17,41985.31,0
10015.62,1758.35,32683.5,0
6965.5,3622.33,28413.28,0
6392.64,4196.12,47891.84,0
8921.82,1822.07,31132.19,0
5770.6,1857.97,44679.71,0
9000.94,2625.73,49252.59,0
6214.13,1958.4,28016.23,1
8292.16,3336.84,39195.85,0
8079.23,2455.03,28892.57,0
7259.08,2892.52,48875.65,0
8911.82,1825.5,45691.26,0
6136.53,2275.55,56376.33,0
8226.42,3360.42,29765.74,0
6255.27,2779.23,27957.69,0
9297.17,1829.65,45996.44,0
8248.32,2003.31,52919.2,0
9662.76,2248.25,40709.51,0
7082.81,1949.5,44529.51,0
4402.51,4822.13,53038.23,0
